id,odai_photo_file_name,text,is_laugh
wkcauapli,7w6mfgp2zb.jpg,え？試食じゃないの？,0
kg4kc1l6e,huo9cwsyku.jpg,ナレーション「荼毘に付されたトーマス」というお話,0
cls1znkq5,wapot0oezh.jpg,隠さん,0
ooh1fbpol,z9v8nzl7la.jpg,「ニートを救う会」会場に色々手違いがあってニットを作る会の会長夫妻が訪れた。,0
c4mry8xo9,7dmqa7ksoh.jpg,ぱ、ぱぁ〜、ぱ、ぱ〜らだいす,0
qc5rdsfzh,flob2mkp6e.jpg,今回の失敗は全て責任者のマイクにあると言ったが通訳はおそらく勘違いしてる,1
yqfaylw00,gazuetfzqt.jpg,ハゲを捕まえようとするもハゲの予測不能なステップにハゲを捕まえられない。,1
ozwzeocco,qwtchdq62d.jpg,結果発表〜！,1
3demyxzfb,jzchljffml.jpg,パックマンネタは無し,0
btgxeakei,fcviqmbapq.jpg,えっ?!これシャボン液じゃないんですか?!,0
t7yj8gffz,qa0cj4t3o3.jpg,無言で会計伝票を押し付けあう,1
z9ohpjygl,rpa579gzph.jpg,ええ、開口一番「チェンジ。」と言われまして…,0
ntfjgc2lg,mnbwkiluqa.jpg,まるで主催者のように堂々としてるがタダ酒飲みにきただけなので5分後つまみ出される,0
cnar2bxm6,ylqggpkasc.jpg,「念願の1位になれたので、思い切って免許取ろうと思います！」,0
ahdn7d8sb,2n3u7qv2s2.jpg,国語の先生が「だれしも〜」と言うたびに頭の中でダルシムに変換され、先生のヨガファイアが再生されてツボるのを見つかった,0
km7jhccje,csdos5vecc.jpg,お客様！展示物の中に入らないでください！,0
fm6fy2p4x,ypuqv0tsyz.jpg,昨日まで可愛がってた大好きなブー太が、ウマいから困る,1
tsdoql1sa,waplnu9icb.jpg,「どんな汚れも真っ白に」が謳い文句のクリーニング屋に出した喪服が返ってきた,1
x3ircq04f,wtckmnkyhn.jpg,「さっき急に小便したくなってさ」「間に合ったのか？」「水筒があったからそこに済ませた」,1
zznzkxd8z,79newf9248.jpg,いらないものを食べてくれる、というドクターフィッシュを買ってきて早速試したら余ってる皮のところに全部集まってきた,1
8xspf3pus,ui4jbxqtfe.jpg,　お盆を無くしてやる気を失う　　　アキラ丸見え100%　　,1
7ldcjzaiv,ymfeq6ifr1.jpg,のど自慢で自分の歌声を聞いた観客が、一斉に老けた,0
ggg5hqot9,ph6ondcid6.jpg,戦いでは勝ち目無いから腹いせにその国を踏んでストレス発散,0
cfhxuuyrx,nrikbb7d0b.jpg,最新のトレーニングマシンを買ったが、結局動力は己という事実,0
qcd8ibgvh,yvchiz63ap.jpg,ど下手、雑音、帰れなどの御声援ありがとうございます。コンサートはまだ序盤です。扉は内側からは開きませんので悪しからず。,1
edyf8wna3,hyi22haupk.jpg,冬のドナタ？,1
bm9g4iysw,qvh3odmfgl.jpg,どう？初めてのぞく男風呂は？長いのやら太いのやら色んなのあるでしょう？し、しんでる！,1
eai7ufann,z7apulgsvz.jpg,「は、はいっ。えと、この子たちは僕の妹ですっ。す、すごく黄色いですっ」『マイクを食べなさい』「はわー」,1
epfmwqbdd,x6obqpgvma.jpg,しめじの真似はわかったから早く取ったリンゴ返せよ！,0
zfov45fse,v7jxiuxbfz.jpg,ちょっと待って、俺がドモホルンリンクルのオペレーターって前提で話が進んでない？,1
lqt1aisst,rvjdroa1ey.jpg,待ってー！僕がバブ入れるーっ！,1
16roptg3j,4whiq3quuc.jpg,留年決まってん,0
xjq6lqrrs,ppwsbpqnag.jpg,黒柳徹子,1
vt6ockjpx,vkkzn4fbzo.jpg,逃げるルパンと追うとっつぁんが微笑ましい,0
yqp2qw1ab,xeae5mgubf.jpg,ＵＭＡ,0
bot3ufaw8,4t8iodju0k.jpg,さっきからあの子が、ボクちゃんと口汚さないで食べてるでしょ(¬_¬)★みたいな顔でこっちを見てくるが、まぁまぁ汚い,0
ihbekwoov,kxvw4gxtat.jpg,ようこそ、バーバパパ,0
h28yxiymp,ynytem81tz.jpg,ハゲの人が赤いビキニ着てるように見えた人★,1
zqjmcoq6d,l0jevqkovf.jpg,この中にタケコプターをつけて飛び回ってた奴が居る。,1
7k34a91b5,w2t1h1wn1p.jpg,趣味でヒーローをやっている者だ,1
rlluuzwev,3nwbiykorn.jpg,｢へえ、これが『第23回どや顔選手権』の時の写真かぁ・・・みんなスゴイなあ｣ ,0
7l4ng0bwu,nmvr8bl76m.jpg,レンタカー借りてくるはずのやつがスケボーで来た。,1
0msi6nv1k,gszfmb7g3k.jpg,セカンドシングル:ラフ殿,0
dmem0hleb,2aesev97sl.jpg,アキレス腱がほどけたので結び直す,1
uhyup75nt,bsp9i6vs7l.jpg,結果、昼飯はびっくりドンキーに決まった,1
5ekiddigb,l4dut21afk.jpg,元 Garbage Pail Kids の一人。,0
sc4e7ocy9,xkxjikdzth.jpg,耳毛がボン！つぎは眉！そして鼻！,0
55ot0tond,civ1fkcvji.jpg,好き嫌いの分かれる私は食べられなければこうなる運命…,0
absdhlzaj,3lrb8hydmv.jpg,はい！チーズ！,1
zxpkn8tpe,tff0ijop8a.jpg,ゴールキーパースーザンのキックは蹴らなくてもあさっての方向に飛ぶ,0
ssyoptkum,rumh5grdvs.jpg,アレ？オレ、ボケテキテル？,0
wfidqpvzb,rtxak9qda7.jpg,ティー！ティーティティーティティティーティティー,0
0410rlqcm,elwxdre6qt.jpg,友達に「見たい？しょうがないなー！じゃっじゃーん」って、五年かけて集めたハートのフリスク自慢しようとしたら全てが終わった,1
7bnbjamww,uja5pi2gcr.jpg,パパよりも隣のおじさんの方が自分に似てる気がする,1
9wit19m5n,06jtyg7am8.jpg,弟ができた,1
0srtioqle,8azcd5v4sx.jpg,いないいないばぁ,0
uith1e5qp,nuuu9ss2hk.jpg,上から目線ってこうだろ？,0
8vwmqdteh,pq1vsjrit7.jpg,バンドの方向性に疑問を持ち始めた瞬間,1
7mo4qngpr,otja00wypw.jpg,それでは聴いてください。          『たまたま胸に脂肪が集まっただけで威張るんじゃねぇよ音頭』,1
vddtpt4iu,7pxjv3gdea.jpg,旅行業界のネイマール,0
txd2pdamr,zxpedjxzdf.jpg,閉店すると聞いて食べに行ったら切なくなった,1
gb7gl4m1l,s624mc6ekz.jpg,「これでアイツの鼻の穴こそばしてやるぜ」「おいおい、そんなの入るわけないだろ」,0
fnr4k4cz8,g2kncwsnuz.jpg,「今ここで結婚する話しちゃダメ？」「「ダメ！」」,1
7qq4zeomi,gs31xiodgc.jpg,昨日助けて頂いたのにすいませんです,0
0ncgkkjyz,w15heyu8sb.jpg,サザエさんの家と同じ素材,1
ly9znebo3,af9rwvtsbj.jpg,「娘たちよ、ここに三本の矢がある、、いや、そうじゃない！父さんを狙うな！話は最後まで聞け！」,1
5d46yjkcs,fz9qf6ckjn.jpg,名前を聞いたら“you die”って言われた,0
slfetbkm9,fvmnbgmnqw.jpg,修学旅行で最初に寝た,1
2gfnsqh8a,8eh2u3qj4y.jpg,朝になるとソロバンの玉たちは、また元の場所に戻ってゆくのでした。 ,1
t8ozicznj,wevecq6ghs.jpg,『はいこちら一言電話相談室、担当のジョージです。どうしました？』「父のDVが酷いんです...」『やり返せ』ｶﾞﾁｬﾝｯ,1
lxzzrv2ef,gsmmecodtp.jpg,新型トイレは落ち着かん！！(;｀O´),0
rethdm3v5,8hocdtuz9z.jpg,ゲームのマップ外に出ちゃった…,0
1cobcwtbh,dqatnwwplz.jpg,ゑれくとりかるぱれゐど,0
vxdlrtzkj,xh0ahgiqj6.jpg,4回会話したら戦闘に入った,1
tuoh6zq0o,zzroxb0b4v.jpg,待望の「炙りサーモン」の皿が回って来たが寸前で隣のおっさんに取られた。,0
zt7z2dy4d,cgpikixpwe.jpg,トーマス新キャラ,1
p2b9mu8t8,oer5momgib.jpg,「えーこれが鼻の下のくぼみが存在しなかったらの画像であります」,0
o6jhvxf27,yegqbylcxv.jpg,ディアゴスティーニをまとめ買いしたら、全部 創刊号だった,1
jgahdmnwy,jzsynddnwv.jpg,私がこうしたらあやとりでしょうが,1
gk7nwvxp0,qzhkocnbhp.jpg,置いといた話選手権で、好きな納豆の種類の話題の最中に自分の余命三か月を話すジェニファー、その貫禄に思わずむせび泣くトム,0
kclhaisqv,dv30wudx0s.jpg,初めての入試なのでカンニングペーパーは大きめに作る,0
i9jl8qfjq,ghhur8wtgy.jpg,「「(このヘルメットだと寝てもバレないんだよね〜)」」,0
xtel3q3fk,wtfyjsqaop.jpg,産婦人科の先生と看護師、母を支えてくれた父、そして何より胎内でお世話になった母の為、産道で身だしなみを整える赤ちゃん。,1
qvr8mvzfg,67067bwitl.jpg,お前、変わんねぇな。昔っから負けそうになるとすぐドロ投げてく,0
7zhqps0gy,ckbajq5ihx.jpg,通訳がグイグイ前に出てくる,1
wstcptznq,ygvtq4btdr.jpg,おでん屋の注文機が斬新,1
pwkhncj4p,dmsze6udox.jpg,闇の力「さよならだ...」,0
bdeblmmdx,ttedbs0nvm.jpg,うーんもうちょっと巻いてくれないと便所としてはアピれないよ,0
ehu8fwxti,gq91jj7ttz.jpg,"｢…""タコ""って結構グロい生物だよな確か｣ ｢ああ…｣",0
cutp6zmcf,3sr1jpzr3t.jpg,グイグイ垣根に押し込まれる,1
xiebj3x27,qtu2qjgf05.jpg,「父さん、母さん。俺、本当に２人の子供なの？」『も、もちろんよ。巨大消しゴム彦』『な、なぜ疑うんだ、巨大消しゴム彦』,1
pdsi1yiqn,jpekbzoruz.jpg,タイキックを受けすぎて性別が変わった,1
ytuke3pw7,9wkhcmqqrn.jpg,ナーナーナナナッナナナッナナナッナーナーナナナッバンスビバーンッ,0
c5o0yphyu,299v8uglcd.jpg,うんうん。暑いよねー,0
3opgssany,zgjbimyjuy.jpg,ルーレットスタート！          シカカカカカカカカカ…,1
w2v6ttiwu,arvkbftono.jpg,我が校の校歌,0
vpqvtilqp,4hwqdo2t68.jpg,通訳から話し出した,1
fb4bwydfj,qozamvparh.jpg,この試合に負けた色が信号機から消える,0
8cs05mgqq,xz59k23yy8.jpg,アップルの入社テストが過酷,1
ww4aqjbc0,vklnuyfjre.jpg,たけのこ供養祭,0
y4iijgcwd,bc8firepbo.jpg,「ねぇあの専務人生199周目なのにまだWindowsMe使ってるんだって」,0
l9oh4kfnp,uo9nmof0kr.jpg,頼んだカレーにスプーン付いてないけど。これで何回目よ？そういう先入観やめて貰えます？,1
f4ueudwu6,icxbkkocr1.jpg,間違えてオススメグラビア集印刷してたが、いざプレゼンしたら部長が気に入ってくれた。,1
8pl3nefze,awcdccx3zu.jpg,1位をとったカッテモバサシ,0
rxrizfrsz,l9oqaki7zx.jpg,大丈夫だよ。あれは江頭という東洋のコメディアンだ。,1
yqkw7enrv,mfevpn0kmk.jpg,ワシがピカチュウに！？,0
h97qbysrl,acibqp5i34.jpg,同意しますか？,1
kfrsqr5ba,2fy6q6jbcn.jpg,(...今度キューで俺の頭を突いたらマジ絶交すっからな),0
g1ndm2a0c,5qkydqkqeu.jpg,あーめんどくせぇ、これで完成でいいわ。『アンパンマン！新しい顔よ！』,1
zezzyqmii,riwszq6dpd.jpg,被告人！無罪と言った途端に脱ぐな！,1
pnjb5y3qj,ntz7afso22.jpg,ようこそ我が家へ,0
vlq9qdl06,6ax8wiaoqd.jpg,寝坊による遅刻の理由を「松屋が混んでた」にすると言ったら、オカンが証拠の紅ショウガを描いてくれた,1
5ot86jy7a,ulvtr70egq.jpg,シフト操作に慣れてないのは、手つきを見ればわかる。しかし、「夜のシフトノブ操作」に慣れてる事は、手つきを見ればわかる。,1
jlmxzrsjr,bdeavfo9ad.jpg,今更道に迷ったとは言えない,1
hdnxc2iza,dtn6bxbahl.jpg,たとえば、今このでかい道路が滑走路だとするじゃん？,1
0e89mmput,o9wzyku1qi.jpg,ダンゴムシ育成ゲーム,1
1dcaqwkj7,tmcjv4nwnc.jpg,何で俺だけここやねん,1
rvkllya2a,oquydclsgm.jpg,子供の頃に遊んでたリカちゃん人形がベットの下から割と歳をとって出てきた,1
ivwlccf57,n5jvygmyj7.jpg,「あら、今度は何の装置を造ったの？」「タイムマシンだ。さぁ、きみがそのあり得ない柄の服を買う前に戻ろう」,1
g0uke8me1,4gohm5rvba.jpg,「なー、番号からあだ名つけるのやめない？」『なんで？』「そりゃ、セブンとか格好いいけどさ、俺Ｑ太郎よ？」,0
lmbvi84ud,6wwv8cbd2d.jpg,"戦闘に入ろうとした瞬間フリーズした
",1
95bmdpwst,wjhrzbwokd.jpg,光学迷彩機能を搭載し、男の夢とロマン(ノ_ゾ_キ･女湯潜入)を実現,0
jfu3phvpl,5lbw4avmas.jpg,おまえそれ、海の中でも言えんの？,1
dxv1e8yh4,uasd0dwbat.jpg,ハリー・ポッチャリ,0
uddrwshqu,rwdhen6r0h.jpg,あちらの江戸川コナン様、      金田一一様、古畑任三郎様、 杉下右京様からです。,1
shawqoijh,dndzll3y2g.jpg,「本当に我々は無用なのか、否！清涼感、覚醒作用、喉の炎症緩和、我々はもっと評価されるべきなのだ！」『ハッカ！ハッカ！』,1
ykeiorjnw,2qjbwvi5jt.jpg,「うわっっ！Jの野郎、いきなりマッハパンチできやがった！」,0
f25tcdwec,apogw2invc.jpg,気分転換にほうれん草味のプロテイン飲んだ,0
syf6ts4zg,y0a62gmlks.jpg,すごい！上手！今度から色んな意味でエースコックって呼んでいい？,1
sl9h8heec,qst5byzseo.jpg,今度のハッピーセットは５種類！帝王切開バージョンもあるよ！！,1
zwq28q1vx,a8xcua4gwk.jpg,最近パピーが冷たいのでレンジで温めておく,1
fpcpyfxz5,pn5xqdsmsq.jpg,「もういい、どけ！私がやる！」と言って発表し始めた妻が次々に画期的なエネルギー問題解決策を講じていく,1
ydddfvliu,z8b3phzslz.jpg,この焼肉店、換気扇無いの？,1
ssvobrz2e,9rahsy3jyx.jpg,今日初めてアーメンだよーって人？,1
dxtur0fti,xykcufnzql.jpg,嫁に持たされたブランド物が詰め込まれた紙袋が重すぎて、両腕を脱臼した,0
5ccbrkfwj,tycqf74b2n.jpg,超ソフトSMコースを頼んだら、1本だけロウソクを持って来た女王様が「ふーって消しちゃうよ〜？いいのか〜い？」しか言わない,1
vqgo7ukod,r6snccjbea.jpg,「君はもう少しウェイトをレスした方がいいね」『お客さん、シュガーを入れてもブラックね』,1
ej3sc43zb,1qntglnzzx.jpg,湯切りしないでUFO食べる人初めて見た…,1
8fbgvt2mf,lremhew0uq.jpg,この原稿を読んで先進国を非難すればいいのね？,1
nouk7x3iv,nr7slivnxb.jpg,続いてのお便りは匿名希望。「告白する勇気がないので代わりに読んでほしい」だってさ、OK！ではいくよ「営業の田中はクビ！」,1
eijunbtzv,jc08a08uzy.jpg,遂に手に入れたぞ『偏見辞典』どれどれ？下着の地味な女は工ロい、ヤンキーの８割は猿顔…すげぇ蛍光ペン足りなくなるわ,1
zakpqeunb,rf7fms6bo1.jpg,「あんた！こんな時間まで何やってたの！？」『ひぃ〜ごめんよ母ちゃん！』,0
0zwlv5lbh,dzn4ue5rlk.jpg,最近お父さんを見ない,0
dajnuj0m4,kufp5imgk9.jpg,あんたさっきそこのバッタ踏んだわよ,0
hbvwzgmap,6iq9mrrfcv.jpg,子供たちのドシラソファミレドの歌声が聞こえる度、呼ばれた気がしてビクッとなるヤマハ音楽教室のソファ,1
gquizkcgz,vpzbppkqts.jpg,チェッチェッコリ、チェッコリ♪,0
dwcaqh8wz,bwpk2ft2fn.jpg,夏にサヨナラと一礼,1
76mb3opzn,aped1vuusg.jpg,キャンプファイヤーで担任がギター弾きながら尾崎を熱唱する姿がとにかくキモい,1
cvtljfybj,wsghntcelf.jpg,ドラえもんになれる薬が、少し漏れた。,1
iw8drsffr,ec2ufn9zrp.jpg,ベトナムで鳴らした俺たち特攻部隊は、濡れ衣を着せられ当局に逮捕されたが（以下略）...俺たち特攻野郎Ａチーム！,0
pepged1ed,urpnrfatfg.jpg,おい来たぞ！松岡修造だ！　撃て！鎮火しろ！　　…ダメだ！奴の目の前で全て蒸発してる！,1
wpehzyp4m,2sugtp5qfn.jpg,息子の参観日で調子に乗って問題に答えたら放課後一人で補習を受けるハメになった。,1
gnmxqm8gp,gzva2yftbs.jpg,俺がキレたら周りが見えなくなるから,1
ztwa06g6o,pjdphyhjs7.jpg,結婚式前夜に旦那が、明日漫才しようって言ってきた,0
ylbpuifsq,j9h8iy0k8y.jpg,感じる………花粉の季節だ,0
rypnbrgt9,yam4nzbquh.jpg,影が薄くなる病気になってからかえって目立つ,0
2wxajuhuk,4ivuypm5fv.jpg,チューバッカの幼少期,0
mgnzefwda,igefnpu7kc.jpg,クラス会の出し物で、1番手の山田がしっかり仕上げてきた。,1
uktubxrsn,yatfdj8slp.jpg,私のご飯だけないって嘘ですよね？ねっ？,0
tpk4beg64,ajnvkugrb1.jpg,私の戦闘力は53万です。,0
7zvfocbpa,iydpr4edu8.jpg,お父さん、他の人とも結婚してるんだ。チューいっぱいしてる、お母さんとはしないのに…,0
9fa9lztyz,l76g0qvjkn.jpg,跨がってやるから朝立ちさせなよ♥,0
om19u4bcd,bidx9vfcs4.jpg,今年のトレンド    byH＆M,0
fjjpl69hn,yaurvsa5fk.jpg,一発芸　美人が来た時の野原家「はい私がしんのすけの父のヒロシです」,1
x5iq75vng,z2pphlchqc.jpg,次はボールじゃなくてちゃんとエサやるから,0
1wxxrjiuf,n9sq2nlrb0.jpg,はい、私は決してリーブ21なんかには行っておりません,0
6tsgdib8e,qb9ugz95co.jpg,金メダリスト内村航平、全身金粉で体当たり新CMに挑戦,0
09wverr0x,wfhnpby5im.jpg,その結婚ちょっと待てぇぇい！,0
2csna3bb2,cdnuy9tomy.jpg,「ねぇ、僕のエッフェル塔ビンビンだよ・・・」「私の凱旋門も開きっぱなしよ♪」,1
kgmm5orfi,etqv03em2l.jpg,ガリガリ君の新作『鮮血滴る鹿肉味』がもはやただの冷凍肉。,1
yl1wbqw9d,6d2asktoxx.jpg,背中になんかぁ黒いものぉぉぉ♪そ～れはど～やらアザらしいィィィ♪,0
xkrryydjt,6pghh4vh00.jpg,世界くすぐり耐久選手権,0
jufwevino,qj9sy6tnqk.jpg,夫婦で漫才さしてもらってましてね。端の方から、べっぴんさん、べっぴんさん、ひとつ飛ばして...大佐殿！？イエッサー！！,1
0zmx7tv2r,in9a7o2ydd.jpg,補助輪わすれた,0
xtlma0tue,za42ia7ym4.jpg,マネジャーがキャプテンを下の名前で呼んでるの目撃してだいたい察した,1
cxq0wndvl,7vn8o3nhzi.jpg,部屋の無いカラオケボックス,1
o51ummkfp,9mzmjshmcq.jpg,ファ〜〜,0
xmelkbmfk,1k7iwes1wd.jpg,どこまでも続く油揚げ,1
20gxjgn6o,3yafc0gzdt.jpg,止まれ地球ぅ！！,0
mdib6agjc,fdog6hsgzu.jpg,んんwwww何やら傾いてますぞwwwww,0
3igj05qqq,bf2m51xdui.jpg,ベルマークさん？／ベルボーイです／チェリーボーイさん？／ん、まぁ、そうですけど、ベルボーイです,1
unjet8atm,lx1qyfuihi.jpg,消費税増税ってワシらのメシにも影響すんの？,0
86f9pquxs,89rynw4ugy.jpg,クラスメイトが自分以外の全員に飴を配ってたので消しゴムを食べて仲間外れ感を薄める,1
lxym1p16h,zvxx11a84i.jpg,「くっそー、射的屋のババアめ！ 米軍をナメるな！！」…しかし、クマちゃんのぬいぐるみは倒れなかった。,1
q3cx5wpij,irvkdxs8hp.jpg,みんな銃とかもらってるのに、魔王を倒すために与えられた武器が自分だけ鍋蓋とマツイ棒,1
6lhxnfo1g,5ok7baffda.jpg,2個で出た神龍,0
q9v7zxcmg,4bhf96z1yg.jpg,腹筋ワンダーコア,0
rhaqsftgr,rzkczc01fy.jpg,お仕事中すみませんが‥‥STAP細胞ってないんですって,0
2dnygpjcp,df4fv6sxuz.jpg,アナゴさんを火葬したらこれだけが残った,1
jfpxhmgmf,jkr9e9g7xg.jpg,「炊きたてご飯でチャーハンを作るな！」という『嫁の料理を考える会』参加者の主張に、夫だけが指を骨折するまで拍手してた,1
er9wtw5ub,uwsjxrhax8.jpg,最初はグーでパーを出してしまった,0
qtkhsrod2,px8rp5ojfw.jpg,ここ、禁煙ですよ,0
31shm6rca,cxawxc3j32.jpg,「タマ！漬けマグロ食ったやろ？顔に醤油ついてるからわかってんねんぞ」,1
0xg6wo2ff,8sspugmntk.jpg,このおじさんの知能指数僕より低そ〜,0
j4to3tu2p,tvgpwpsfcs.jpg,いや、私は修行中です,0
r6tupi4ft,kkhzy3rnkz.jpg,やなせたかしい姿,0
2msfck7dw,10idddep2e.jpg,「だから私はこんな田舎には来たくなかったのだ！！大体なんだ！この不衛生なしょふじ･･･はむはむ、あ、おいし」,0
kmpenlrvc,79jk7ftoub.jpg,嫁から「約束破ったときのあなたの食道と胃袋」と言って渡された。本気の目で,1
p1tzd10su,x2lvtuxdr2.jpg,ガスまで出てくる火の魔法、習得したぜ！！,0
6solewfnv,agyqo7k41n.jpg,この後、脇固めの体勢に入る,0
jhceisjid,dftcyp8jgm.jpg,ブーケトスから１時間経ったが、まだ奪い合っている,1
szzhrq3zw,qw95al9ku7.jpg,今から流暢に喋って人間どもを恐怖のズンドコに陥れようと思いまーす,1
kcebjlwgn,yxdj0mlguf.jpg,5年後の李徴,0
7mmvlvove,dsvtye2nah.jpg,上スクロールのゲーム,1
m7gbppeyr,ewlnrpkpvi.jpg,「人の頭アタックするのやめてくれる？ボールに見えるかしら？」「ほら、試合に集中して！ジェシカ、ボールは喋らない！」,1
gvxecb4hr,woqkm3flli.jpg,小湊鉄道への乗り換えが間に合わなかった,0
hwda5ykak,vtwvweliiy.jpg,アラ・コマッタ・ワネ(1864〜1896),1
ab19zsnxd,qhhs1nnoqf.jpg,花見の場所取りを頼んだのを忘れられた田中が悟りを開いていた,1
egybnccln,4m080uorwt.jpg,あっち/向いて/笑顔✨,0
btph3zoca,lsvxwkgqse.jpg,あ、印鑑なければ 「ぼいん」 でいいですよ,1
cqiq485dy,jozig73zfx.jpg,あんたさっきあたしのことファルコンみたいってゆっただろ！頭に乗せてアクロバット飛行すんぞコラァ！,0
gqvfuxpdn,bxhqbqabay.jpg,最近の若い爆弾処理班ときたら赤や青ですぐ迷っちゃうんだから…両方切ればいいのよ(ﾁｮｷﾝ) はい、次～,1
zvnve5nbe,l4tklyoq0d.jpg,失恋して海に来たら目の前のカップルがいちゃいちゃしながらハート描いて去って行った…,0
do0vhpsf4,a1xiyqzei0.jpg,まさお、Jリーグカレーよー,0
ynok838vs,kjfa89ln5g.jpg,パイナップルカッターの製造ラインにひとつだけ雪印6Pチーズカッターが混在してると報告を受けたが、どれなのか全く判らない,1
sdrd0fuc9,1yn8fitulr.jpg,吸うと甘い蜜が出て来て美味しい,1
recxxa3dj,ve5rdhbmvy.jpg,こ、この背中・・・　鬼！！,0
eli8xufox,tygv92hzrs.jpg,郷ひろみのGOLDFINGER '99がわしの十八番,0
buvownsky,dv1pnzek4f.jpg,お昼のお弁当の時間は楽しいはずだった、そう…弁当クラッシャーと会うまでは…,1
ejesp5wiw,gnhi4ophtu.jpg,節子,0
5sxgtx74x,amjbcphv3p.jpg,スズメの行水に対抗してハトのシャワーを流行らせようとする,0
xeha2yo8i,uidmzhpom6.jpg,朝なんかにおうと思ったらツリーの根元にトナカイのフンがめっちゃ置いてあった,0
ylbd62hyj,eoafwwakkh.jpg,昨日助けて頂いたアクアフレッシュです,0
yqqws72tq,3kmgghco7x.jpg,「バスタオル取って～」,0
4odeh94bx,8d2cquwr7q.jpg,「つった！つった！」と叫んでたパパがずっと出てこない一体何を釣ったのだろう・・楽しみ♪,1
8vpuwlc9p,xyqxfqifhl.jpg,お客さーん、まだレジ通してない商品あるよね？,1
rtuaa5jzm,szycgypn4u.jpg,あら、あなたが新しいヘルパーさんなのね。どうも、私たちがここの四天王です。,1
z1jgzujay,zcwfalta2a.jpg,イメチェンの甲斐なくあだ名は『ピッコロ』のまま。開き直るわ。,0
inqboypte,qxx6kmqkd3.jpg,あの娘ぼくがチョコレートでラーメンどんぶりを作ったらどんな顔するだろう,0
9j8aahcoh,txgoz0iz1y.jpg,「どんな薬物中毒も僕にかかれば1発さ」というアル中の医者が出てきた。,0
bqjhd2opc,qoguleofyh.jpg,阪神君、ちょっと縮んだと違うか？,0
jaiyeo3pg,u0ib5ooc6q.jpg,マッカーサーの本当の姿,0
q1nsqgqbv,qrxiybbvjr.jpg,弘法大師,0
aolxxbykt,gqirozgvog.jpg,オレオレとか呼ばれるのがツライ,0
btiinynno,y6wjzmxlmv.jpg,亡くなったはずの先代が見える,0
qzmu7idpw,ktiyvzhtno.jpg,毎日この時間帯は、ヤンママ達の無防備な授乳が始まるので、大体平均5リッター飲まされる,1
e2fcfrusm,gbslvpf00l.jpg,もしもし、料理教室ですか？ママが作る離乳食が凄いんです,0
ee47f1x6f,bnjdafnaeu.jpg,お巡りさ～ん！ これ公園に落ちてました～,0
7066bzwlq,pgx82wsxpk.jpg,もうそろそろ腕プルプル,0
40q5wgmtt,okvqdjyxbm.jpg,コンナノタベルノマリオダケ,1
b0qgg8lli,my90vunqnp.jpg,彼がラクダに襲われるまであと3秒,0
klflqhxut,eksihktsrv.jpg,ハチミツ無いからこっちで我慢するかあ,0
l6bit0t8a,uyves67ffw.jpg,サーバー管理が思ってたのと違った,1
h2zjexkcx,oa07to7qio.jpg,ライヴの途中ですが迷子のお知らせです…,1
dko70mkde,csuvvibfks.jpg,緊急時には黄色いヒモをと言われていたので引いたら隊長のヘルメットに『SOS』の文字が光った,1
xvyu9mbj4,yflfezvime.jpg,あれが５人生んだ腹か…,0
iu1m5kxwa,orwwdhi3ju.jpg,裏口から逃がしてくれるタイプ,1
yk3uslfut,2kcma3smgx.jpg,満月を見てたら体中から毛が生えてきたので「俺って狼男？」と焦ったが結局毛ガニになっただけなので安心した,1
gw3a4peuu,gbb06dgaqz.jpg,今よ！ゴジラのテーマ曲流して！,0
lwixtrrxp,ommkduozwz.jpg,犬人だよー！,0
uibj95hoa,yo3eyvery3.jpg,ラジオから「大好きなJ君へ」と愛のメッセージが流れて来たので、自分宛てかと思ってドキドキして聞いてるポール,1
sjszh9cj2,6z5rh7dlar.jpg,お客さん来たけどめんどくさいので気付かないふりをする,0
ccnkkk9ut,g4wzdwern4.jpg,壁絵だと気づかず盗もうとする輩を現行犯で捕まえる…名付けて「バンクシートラップ」,0
dyun56p2o,vqgsu5xuvt.jpg,サビの途中でトッポを食べるパートがある,1
0bfteavi2,6zyoup8kha.jpg,おっと、下に行く前にその☆を押してくれるかな？,1
pswdlg2y3,exjvnsgbgc.jpg,炭水化物が食べたい〜と身体が欲した時、幼少の頃箪笥にイカ水を溢したトラウマを思い出し、食べない様心してる,0
cokoyzkkq,mk5rx2oo60.jpg,　遅いぞジェームス！あいかわらず昔からそのクセ変わってないよーだな,0
wevrxkrd1,2olf8lz6rn.jpg,獅子舞の 中は 私,0
artg49eok,a1fybbtrql.jpg,手術中のハズのおじいちゃんがトイレから出てきた,1
0yzzsjest,iyppy6aihj.jpg,ゆで玉子をむいてたら寿命が尽きた,1
h61tnfvfm,d31f5f11a4.jpg,「さよなら！僕をいじめた者たち！」と言いながら思いっ切りジャンプしたら首のロープが切れたので、その勢いのまま仕返しに行く,1
9okeomjyp,cmrmwq7tap.jpg,あんたがオレの弁護士か？　今日の裁判、ヨロシク頼むぜ！！,1
otol0jtbx,xff7ggbl4x.jpg,く…ビスコさえあれば…,1
c3pnsocns,wpbgvmdpug.jpg,はなせ、お前じゃない,1
tap3f2xjy,mltscsoqx0.jpg,立てないだろ？椅子にアロンアロファー塗っといたからな、それじゃ！,1
xxuitpsyo,om78l4slxf.jpg,ほう、ソフトクリームメーカーのレバーを倒したら戻らない細工か…さすが俺の息子だ。見ろ、あのおばさんの表情がお前の作品だ。,1
